2016.04.09	18:00	POG	LEG	0:0	Szczecin	11	57	5	0	10	0	0	14348	2
2016.04.02	20:30	LEG	LGD	1:1	Warszawa	7	49	2	0	0	0	1	28207	2
2016.03.19	20:30	LPO	LEG	0:2	Poznań	5	75	3	0	0	0	0	41567	1
2016.03.12	18:00	CRA	LEG	1:2	Kraków	5	93	3	70	37.1	0	0	14000	1
2016.03.05	20:30	LEG	GÓR	3:1	Warszawa	3	93	5	1.5	51.5	0	1	23358	1
2016.03.02	18:00	BBT	LEG	3:0	Nieciecza	N/A	N/A	N/A	0	0	0	0	LEG	0
2016.02.28	18:00	LEG	RCH	2:0	Warszawa	2	78	2	0	29	0	1	24022	1
2016.02.21	15:30	ZAG	LEG	1:2	Lubin	9	76	6	89.9	0	0	0	8858	1
2016.02.14	18:00	LEG	JAG	4:0	Warszawa	6	81	4	9.8	19.6	0	1	25675	1
2015.12.20	15:30	KOR	LEG	1:3	Kielce	6	81	2	0	73.9	0	0	9136	1
2015.12.13	18:00	LEG	PIA	1:1	Warszawa	3	80	13	82.9	0	0	1	21197	2
2015.12.06	18:00	WIS	LEG	0:2	Kraków	5	81	5	0	14.8	0	0	20100	1
2015.12.02	18:00	LEG	GKŁ	2:1	Warszawa	5	89	2	37.3	44.1	0	1	8181	1
2015.11.29	15:30	POD	LEG	2:2	Bielsko-Biała	3	81	7	35	5	0	0	6368	2
2015.11.21	18:00	LEG	ŚLĄ	1:0	Warszawa	4	99	0	29.3	70.7	0	1	17875	1
2015.11.08	18:00	LEG	POG	1:0	Warszawa	11	73	7	18.8	16.7	0	1	14780	1
2015.10.31	18:00	LGD	LEG	1:3	Gdańsk	6	81	4	0	50	0	0	19285	1
2015.10.25	18:00	LEG	LPO	0:1	Warszawa	8	94	4	24.2	75.8	0	1	26821	0
2015.10.18	18:00	LEG	CRA	3:1	Warszawa	9	93	3	86.2	20.2	0	1	17343	1
2015.10.04	15:30	GÓR	LEG	2:2	Zabrze	22	46	7	0	5.3	0	0	8570	2
2015.09.27	18:00	LEG	BBT	1:1	Warszawa	13	71	4	10.8	13.5	0	1	LEG	2
2015.09.20	15:30	RCH	LEG	1:4	Chorzów	15	72	7	2.1	20.2	0	0	9300	1
2015.09.11	20:30	LEG	ZAG	2:2	Warszawa	17	59	5	19.6	0	0	1	14281	2
2015.08.30	18:00	JAG	LEG	1:1	Białystok	25	32	2	0	0	0	0	22172	2
2015.08.23	18:00	LEG	KOR	1:2	Warszawa	26	30	4	0	0	0	1	16348	0
2015.08.15	20:30	PIA	LEG	2:1	Gliwice	23	57	2	0	0	2.1	0	7310	0
2015.08.09	18:00	LEG	WIS	1:1	Warszawa	30	49	6	0	0	0	1	26007	2
2015.08.02	18:00	GKŁ	LEG	0:2	Lublin	26	43	1	0	0	0	0	7437	1
2015.07.26	18:00	LEG	POD	5:0	Warszawa	18	60	5	12.5	28.6	0	1	13082	1
2015.07.19	18:00	ŚLĄ	LEG	1:4	Wrocław	31	35	9	35.3	0	15.7	0	12658	1
