2017.04.22	18:00	POG	LGD	3:1	Szczecin	9	53	5	51.1	0	0	0	6961	0
2017.04.17	18:00	LGD	ARK	2:1	Gdańsk	2	69	6	0	0	0	1	28146	1
2017.04.09	15:30	PIA	LGD	1:1	Gliwice	13	51	2	0	21.8	0	0	5974	2
2017.04.02	18:00	LGD	ZAG	1:0	Gdańsk	12	72	7	10.5	47.4	21.1	1	16263	1
2017.03.19	18:00	LGD	LEG	1:2	Gdańsk	1	86	3	0	0	0	1	37220	0
2017.03.11	18:00	RCH	LGD	2:1	Chorzów	4	60	5	0	10.8	0	0	7002	0
2017.03.05	18:00	LPO	LGD	1:0	Poznań	9	68	2	13.1	39.3	0	0	31281	0
2017.02.25	18:00	LGD	CRA	4:2	Gdańsk	1	60	3	0	0	0	1	13018	1
2017.02.17	20:30	BBT	LGD	1:1	Nieciecza	N/A	N/A	N/A	0	0	0	0	3012	2
2017.02.12	18:00	LGD	JAG	3:0	Gdańsk	-7	86	5	0	0	0	1	15573	1
2016.12.17	15:30	KOR	LGD	2:0	Kielce	0	76	1	0	95.7	0	0	4354	0
2016.12.09	20:30	LGD	ŚLĄ	3:0	Gdańsk	7	87	9	0	0	0	1	13574	1
2016.12.03	20:30	WIS	LGD	3:0	Kraków	-1	80	5	13.7	27.5	0	0	9607	0
2016.11.28	18:00	LGD	GKŁ	3:0	Gdańsk	-2	80	5	0	0	0	1	11075	1
2016.11.19	20:30	LGD	WPŁ	2:1	Gdańsk	6	93	1	0	0	0	1	12921	1
2016.11.05	20:30	LGD	POG	1:1	Gdańsk	3	100	6	50.6	100	0	1	14461	2
2016.10.30	18:00	ARK	LGD	1:1	Gdynia	5	93	4	0	0	0	0	14029	2
2016.10.23	15:30	LGD	PIA	3:2	Gdańsk	7	100	3	0	0	0	1	17206	1
2016.10.15	20:30	ZAG	LGD	1:2	Lubin	11	82	1	25	5.8	0	0	8317	1
2016.10.01	20:30	LEG	LGD	3:0	Warszawa	16	77	4	25	17.9	0	0	18941	0
2016.09.24	18:00	LGD	RCH	2:1	Gdańsk	13	72	3	6.1	81.8	0	1	15433	1
2016.09.18	15:30	LGD	LPO	2:1	Gdańsk	15	51	7	0	0	0	1	26054	1
2016.09.09	18:00	CRA	LGD	0:1	Kraków	27	51	0	0	29.6	0	0	8413	1
2016.08.28	18:00	LGD	BBT	1:2	Gdańsk	28	45	2	0	0	0	1	17140	0
2016.08.21	18:00	JAG	LGD	0:1	Białystok	26	51	3	0	0	0	0	17100	1
2016.08.12	18:00	LGD	KOR	3:2	Gdańsk	17	63	3	100	0	0	1	15386	1
2016.08.06	18:00	ŚLĄ	LGD	0:0	Wrocław	23	51	4	12.8	0	0	0	13166	2
2016.07.30	18:00	LGD	WIS	3:1	Gdańsk	21	73	4	0	0	0	1	15740	1
2016.07.25	18:00	GKŁ	LGD	1:2	Lublin	28	38	1	0	0	0	0	3573	1
2016.07.15	18:00	WPŁ	LGD	2:1	Płock	18	68	5	0	2.1	0	0	8521	0
