2016.04.09	18:00	PIA	JAG	2:0	Gliwice	6	93	3	63.8	53.2	0	1	5431	1
2016.04.03	15:30	ZAG	PIA	4:1	Lubin	18	39	6	0	0	0	0	6874	0
2016.03.18	18:00	KOR	PIA	1:1	Kielce	4	75	4	13	19.6	0	0	5796	2
2016.03.11	20:30	PIA	POD	3:2	Gliwice	4	100	3	0	100	0	1	4584	1
2016.03.08	18:00	PIA	ŚLĄ	1:0	Gliwice	N/A	N/A	N/A	0	0	0	1	4510	1
2016.03.04	20:30	WIS	PIA	1:1	Kraków	4	93	1	0	92.3	0	0	10082	2
2016.02.27	18:00	LGD	PIA	3:1	Gdańsk	1	87	1	0	100	0	0	11106	0
2016.02.19	20:30	PIA	POG	0:0	Gliwice	0	100	6	24.5	73.4	0	1	5164	2
2016.02.13	15:30	GKŁ	PIA	0:0	Lublin	3	87	4	69.6	6.5	0	0	4251	2
2015.12.20	18:00	PIA	LPO	2:0	Gliwice	4	93	4	0	10.6	0	1	7552	1
2015.12.13	18:00	LEG	PIA	1:1	Warszawa	3	80	13	82.9	0	0	0	21197	2
2015.12.05	18:00	PIA	CRA	2:2	Gliwice	7	81	7	0	13.8	0	1	6006	2
2015.12.01	20:30	GÓR	PIA	5:2	Zabrze	3	81	5	9.6	3.2	0	0	5487	0
2015.11.27	20:30	PIA	RCH	3:0	Gliwice	-1	86	2	0	39.4	0	1	8073	1
2015.11.20	18:00	BBT	PIA	3:5	Nieciecza	N/A	N/A	N/A	0	0	0	0	PIA	1
2015.11.07	20:30	JAG	PIA	0:2	Białystok	3	96	4	53.1	87.5	0	0	8523	1
2015.10.31	15:30	PIA	ZAG	2:0	Gliwice	12	67	2	0	74.5	0	1	5211	1
2015.10.24	18:00	PIA	KOR	0:1	Gliwice	7	87	2	0	34	0	1	6002	0
2015.10.17	15:30	POD	PIA	2:2	Bielsko-Biała	13	88	2	54.8	76.2	0	0	4598	2
2015.10.03	20:30	PIA	WIS	1:0	Gliwice	15	63	4	0	0	0	1	8909	1
2015.09.25	20:30	ŚLĄ	PIA	1:2	Wrocław	16	63	4	0	7.8	0	0	11444	1
2015.09.19	20:30	PIA	LGD	2:1	Gliwice	15	88	2	0	39.4	0	1	5877	1
2015.09.13	15:30	POG	PIA	3:1	Szczecin	20	68	6	0	41.2	0	0	8811	0
2015.08.29	15:30	PIA	GKŁ	3:0	Gliwice	22	64	2	2.1	9.6	0	1	5359	1
2015.08.23	15:30	LPO	PIA	0:1	Poznań	25	34	8	15.4	0	0	0	17456	1
2015.08.15	20:30	PIA	LEG	2:1	Gliwice	23	57	2	0	0	2.1	1	7310	1
2015.08.07	18:00	CRA	PIA	1:2	Kraków	32	39	5	0	10	0	0	7416	1
2015.07.31	18:00	PIA	GÓR	3:2	Gliwice	21	33	5	0	0	0	1	7005	1
2015.07.24	18:00	RCH	PIA	2:0	Chorzów	29	45	6	0	0	0	0	6125	0
2015.07.20	18:00	PIA	BBT	1:0	Gliwice	24	41	7	0	0	0	1	PIA	1
