2015.04.29	20:30	CRA	GKS	3:1	Kraków	8	66	1	0	0	0	1	5114	1
2015.04.24	18:00	ZAW	CRA	0:3	Bydgoszcz	18	41	2	0	0	0	0	4820	1
2015.04.18	20:30	CRA	POG	0:1	Kraków	4	75	3	43.6	10.9	0	1	6355	0
2015.04.10	18:00	RCH	CRA	3:0	Chorzów	17	34	5	0	0	0	0	5877	0
2015.04.04	13:00	CRA	LGD	3:2	Kraków	4	70	5	8.5	23.4	0	1	6143	1
2015.03.21	18:00	WIS	CRA	2:1	Kraków	9	44	3	5.2	39.7	0	0	23307	0
2015.03.13	18:00	CRA	PIA	3:1	Kraków	3	93	4	95.3	12.8	0	1	5428	1
2015.03.09	18:00	GKŁ	CRA	2:1	Lublin	8	48	1	0	12.5	0	0	3498	0
2015.02.27	20:30	CRA	LPO	0:0	Kraków	5	93	0	0	97.4	0	1	9151	2
2015.02.20	18:00	POD	CRA	1:1	Bielsko-Biała	5	60	3	0	0	0	0	4568	2
2015.02.15	15:30	CRA	ŚLĄ	1:1	Kraków	6	61	5	0	84	0	1	8156	2
2014.12.12	18:00	KOR	CRA	1:2	Kielce	4	76	5	2.2	0	0	0	5368	1
2014.12.06	18:00	CRA	JAG	1:1	Kraków	-1	97	1	0	100	0	1	4563	2
2014.12.01	18:00	LEG	CRA	2:0	Warszawa	-4	77	6	0	0	0	0	12510	0
2014.11.24	18:00	CRA	GÓR	1:2	Kraków	1	86	2	52	42.7	0	1	5146	0
2014.11.08	18:00	GKS	CRA	1:1	Bełchatów	8	100	2	40.4	95.7	0	0	2670	2
2014.11.02	15:30	CRA	ZAW	1:0	Kraków	13	77	3	0	76.6	0	1	5234	1
2014.10.25	18:00	POG	CRA	2:1	Szczecin	5	87	4	0	0	0	0	4354	0
2014.10.17	18:00	CRA	RCH	1:0	Kraków	13	90	4	49.2	63.9	0	1	6112	1
2014.10.04	18:00	LGD	CRA	1:0	Gdańsk	12	67	3	0	73.3	0	0	12510	0
2014.09.28	18:00	CRA	WIS	1:0	Kraków	14	72	1	0	65.7	0	1	14114	1
2014.09.20	15:30	PIA	CRA	4:2	Gliwice	19	78	1	19.1	60.6	0	0	4100	0
2014.09.13	15:30	CRA	GKŁ	2:1	Kraków	22	73	5	17.1	40	0	1	5624	1
2014.08.31	18:00	LPO	CRA	1:1	Poznań	17	95	2	93.8	30.9	0	0	14884	2
2014.08.23	15:30	CRA	POD	1:3	Kraków	24	44	4	19.6	19.6	0	1	6143	0
2014.08.17	15:30	ŚLĄ	CRA	0:0	Wrocław	22	44	5	32.7	0	0	0	8151	2
2014.08.08	18:00	CRA	KOR	2:1	Kraków	24	55	5	3.4	58.6	0	1	7192	1
2014.08.01	18:00	JAG	CRA	2:1	Białystok	22	85	3	13	37	0	0	6780	0
2014.07.26	20:30	CRA	LEG	1:3	Kraków	23	78	0	0	36.6	0	1	8306	0
2014.07.21	18:00	GÓR	CRA	2:0	Zabrze	26	58	5	0	0	0	0	3000	0
