2016.04.09	18:00	GKŁ	LPO	0:1	Lublin	10	94	4	41.3	54.3	0	0	6247	1
2016.04.01	20:30	LPO	ŚLĄ	0:1	Poznań	6	52	3	0	0	0	1	17697	0
2016.03.19	20:30	LPO	LEG	0:2	Poznań	5	75	3	0	0	0	1	41567	0
2016.03.12	20:30	RCH	LPO	1:3	Chorzów	3	100	4	34.8	100	0	0	9000	1
2016.03.06	18:00	LPO	CRA	2:1	Poznań	5	89	4	0	0	0	1	24813	1
2016.03.02	20:30	GÓR	LPO	0:2	Zabrze	3	81	4	24.5	33	0	0	12453	1
2016.02.28	15:30	LPO	JAG	0:2	Poznań	5	60	4	0	37.3	0	1	14366	0
2016.02.20	18:00	POD	LPO	4:1	Bielsko-Biała	2	73	4	35.7	30	0	0	4520	0
2016.02.14	15:30	LPO	BBT	5:2	Poznań	4	87	3	9.6	95.7	0	1	LPO	1
2015.12.20	18:00	PIA	LPO	2:0	Gliwice	4	93	4	0	10.6	0	0	7552	0
2015.12.13	15:30	LPO	ZAG	2:0	Poznań	5	81	9	76.1	0	0	1	14562	1
2015.12.05	15:30	KOR	LPO	0:1	Kielce	7	76	3	0	43.5	0	0	6780	1
2015.12.02	20:30	LPO	WIS	2:0	Poznań	9	87	5	47.5	23	0	1	13279	1
2015.11.29	15:30	LGD	LPO	0:1	Gdańsk	4	93	5	0	0	0	0	14260	1
2015.11.22	18:00	POG	LPO	0:2	Szczecin	1	79	2	32.8	13.8	0	0	9234	1
2015.11.08	15:30	LPO	GKŁ	3:1	Poznań	13	58	6	6.2	8.3	0	1	23197	1
2015.10.31	20:30	ŚLĄ	LPO	1:1	Wrocław	6	87	4	0	91	0	0	8489	2
2015.10.25	18:00	LEG	LPO	0:1	Warszawa	8	94	4	24.2	75.8	0	0	26821	1
2015.10.17	18:00	LPO	RCH	2:2	Poznań	10	88	3	13.3	85	0	1	15783	2
2015.10.04	18:00	CRA	LPO	5:2	Kraków	19	58	3	0	23.2	0	0	8236	0
2015.09.26	20:30	LPO	GÓR	1:1	Poznań	13	63	5	0	28.9	0	1	15467	2
2015.09.20	18:00	JAG	LPO	1:0	Białystok	15	83	0	0	2.2	0	0	19177	0
2015.09.12	20:30	LPO	POD	0:1	Poznań	16	77	6	0	58.9	0	1	11902	0
2015.08.30	15:30	BBT	LPO	3:1	Nieciecza	N/A	N/A	N/A	0	0	0	0	LPO	0
2015.08.23	15:30	LPO	PIA	0:1	Poznań	25	34	8	15.4	0	0	1	17456	0
2015.08.14	20:30	ZAG	LPO	2:1	Lubin	23	63	5	0	0	0	0	10217	0
2015.08.08	20:30	LPO	KOR	0:0	Poznań	26	65	5	37	14.8	44.4	1	13134	2
2015.08.01	20:30	WIS	LPO	2:0	Kraków	19	52	3	0	0	0	0	13623	0
2015.07.25	20:30	LPO	LGD	2:1	Poznań	21	69	3	30.2	0	3.8	1	13821	1
2015.07.18	20:30	LPO	POG	1:2	Poznań	27	51	4	4.3	0	0	1	15131	0
